"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0126","Kohoutek luční","Lychnis flos-cuculi","kohoutek_lucni","lychnis_flos-cuculi","https://www.brvohorik.cz/l/kohoutek-lucni/","bylina",,,,"nat","nat: kveten | cerven | cervenec","vlhke_louky | mokrady | brehy_potoku","ruzova","Silice: citronelal | linalool ; Flavonoidy: quercetin | kaempferol ; Třísloviny: kyselina ellagová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Caryophyllaceae","nálev | odvar | tinktura | čaj","kaštanový kohoutek | kohoutek | hřebíčkový květ","1","on"
"R0127","Kokoška pastuší tobolka","Capsella bursa-pastoris","kokoska_pastusi_tobolka","capsella_bursa-pastoris","https://www.brvohorik.cz/l/kokoska-pastusi-tobolka/","bylina","krvaceni | silna_menstruace | nizky_krevni_tlak",,"zastavuje_krvaceni | stahujici | reguluje_menstruaci | tonizacni","nat","nat: brezen | duben | kveten | cerven","pole | rumiste | zahrady","bila","Flavonoidy: kvercetin | kampferol ; Vitaminy: vitamin C | vitamin K ; Minerální látky: vápník | draslík | hořčík ; Třísloviny: třísloviny","těhotenství | kojení | nízký tlak | současné užívání antikoagulancií","nálev | odvar | tinktura | prášek | čerstvá šťáva","podběl | pastuší tobolka | pastýřská taška","1","on"
"R0128","Kokořík mnohokvětý","Polygonatum multiflorum","kokorik_mnohokvety","polygonatum_multiflorum","https://www.brvohorik.cz/l/kokorik-mnohokvety/","bylina",,,,"oddenek","oddenek: zari | rijen","lesy | stinne_lokality","bila","Alkaloidy: polygonatin ; Glykosidy: polygonosid ; Vitaminy: vitamin C | vitamin K ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Asparagaceae","nálev | odvar | tinktura","květinový chléb | kokořík | poslední letník | jarní budoucnost","3","on"
"R0129","Komonice bílá","Melilotus albus","komonice_bila","melilotus_albus","https://www.brvohorik.cz/l/komonice-bila/","bylina","krecove_zily | hemoroidy | otoky | spatny_krevni_obeh | zanety_zil",,"protizanetlive | protiotokove | zlepsuje_krevni_obeh | venotonicke | uklidnujici","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | u_cest | rumiste | pole","bila","Silice: kumarin ; Flavonoidy: apigenin | luteolin | quercetin ; Glykosidy: melilotosid ; Třísloviny: kyselina gallová ; Minerální látky: vápník | draslík | hořčík","těhotenství | kojení | současné užívání antikoagulancií | poruchy krvácení","nálev | tinktura | mast","sláma | komonice | melilot","2","on"
"R0130","Komonice lékařská","Melilotus officinalis","komonice_lekarska","melilotus_officinalis","https://www.brvohorik.cz/l/komonice-lekarska/","bylina","krecove_zily | otoky | zanety",,"zlepsuje_krevni_obeh | protizanetlive | uklidnujici","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","louky | rumiste | pole","zluta","Saponiny: melilotin | triterpeny | kumariny | flavonoidy: apigenin | luteolin | quercetin ; Fenolické kyseliny: kyselina ferulová | kyselina kávová ; Třísloviny: kyselina tříslová","těhotenství | kojení | současné užívání antikoagulancií","čaj | nálev | tinktura | odvar","sladký jetel | komonář | voňavý jetel","2","on"
"R0131","Konopice polní","Galeopsis tetrahit","konopice_polni","galeopsis_tetrahit","https://www.brvohorik.cz/l/konopice-polni/","bylina","kasel | nachlazeni | zanety_dychacich_cest",,"expektoracni | protizanetlive | podporuje_dychaci_cesty","nat","nat: cerven | cervenec | srpen","pole | rumiste | lesni_okraje","ruzova | fialova","Silice: chamazulen | linalool | menthol ; Flavonoidy: kaempferol | quercetin ; Třísloviny: kyselina gallová | ellagová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: železo | hořčík | vápník","alergie na rostliny z čeledi Lamiaceae | současné užívání sedativ","nálev | odvar | tinktura | mast","kloník | hluchavka | konopice | konopín | konopička","1","on"
"R0132","Konopí seté","Cannabis sativa","konopi_sete","cannabis_sativa","https://www.brvohorik.cz/l/konopi-sete/","bylina","bolesti | nespavost | stres | zanety",,"analgeticke | protizanetlive | uklidnujici | relaxacni","semeno | list","list: cerven | cervenec | srpen ; semeno: zari | rijen","pestovane_plochy | zahrady","zelena","Silice: myrcen | limonen | pinene ; Kanabinoidy: THC | CBD | CBG ; Flavonoidy: kanaflavin | quercetin | vitexin ; Terpenoidy: terpinolene | beta-caryophyllene ; Triterpeny: kyselina oleanolová | kyselina ursolová ; Vitaminy: vitamin E | vitamin K ; Minerální látky: vápník | hořčík | železo","těhotenství | kojení | psychické poruchy | abstinenční syndrom u závislých | současné užívání antidepresiv | poruchy srdce | poruchy ledvin","konopný olej | sušené květy | extrakt | tinktura | potravinový výrobek | léčebné konopí","tráva | ganja | marihuana | konopí medicinal | konopí užitkové","2","on"
"R0133","Kontryhel obecný","Alchemilla vulgaris","kontryhel_obecny","alchemilla_vulgaris","https://www.brvohorik.cz/l/kontryhel-obecny/","bylina","bolestiva_menstruace | silna_menstruace | zanety | prujem",,"svíravé | protizanetlive | reguluje_menstruaci | hojive","nat","nat: kveten | cerven | cervenec | srpen","louky | pastviny | zahrady","zelena | zluta","Silice: (nenalezeno); Třísloviny: ellagová kyselina | kyselina gallová | katechin ; Flavonoidy: quercetin | kaempferol ; Minerální látky: vápník | hořčík | železo ; Vitaminy: vitamin C | vitamin K","těhotenství | kojení | alergie na rostliny z čeledi Rosaceae | současné užívání antikoagulancií","nálev | odvar | tinktura","krasoňka | kontryhel | krášný | krása země","1","on"
"R0134","Konvalinka vonná","Convallaria majalis","konvalinka_vonna","convallaria_majalis","https://www.brvohorik.cz/l/konvalinka-vonna/","bylina",,,,"kvet | list | koren","kvet: kveten ; list: duben | kveten ; koren: zari | rijen","lesy | stinne_lokality | zahrady","bila","Glykosidy: konvalatoxin | konvalozid ; Saponiny: convallosid ; Alkaloidy: convallarin","srdční problémy | těhotenství | kojení | alergie na rostliny z čeledi Liliaceae | současné užívání kardiotonik","nálev | odvar | tinktura","liliočky | konvalinky | dlouhé zvonky | zvonky jarní","3","on"
"R0135","Kostival lékařský","Symphytum officinale","kostival_lekarsky","symphytum_officinale","https://www.brvohorik.cz/l/kostival-lekarsky/","bylina","pohmozdeniny | vyrony | zlomeniny | bolesti_kloubu | bolesti_svalu | zanety_kuze | spatne_se_hojici_rany",,"hojive | protizanetlive | regeneracni | podporuje_srůst_kosti | uklidnujici | zmirnuje_bolest","koren | list","koren: brezen | duben | rijen | listopad ; list: kveten | cerven","vlhke_louky | brehy_vod | prikopy | zahrady","fialova | ruzova","Silice: alantolaktone | chamazulen ; Glykosidy: symphytin | allantoin ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Slizy: polysacharidy ; Minerální látky: vápník | draslík | hořčík | fosfor ; Vitaminy: vitamin B12 | vitamin C","těhotenství | kojení | onemocnění jater | alergie na rostliny z čeledi Boraginaceae","nálev | odvar | tinktura | mast","kostival | kostival lékařský | kostivalový list | kostivalová mast","2","on"
"R0136","Kotvičník zemní","Tribulus terrestris","kotvicnik_zemni","tribulus_terrestris","https://www.brvohorik.cz/l/kotvicnik-zemni/","bylina","snizene_libido | unava | potize_s_mocenim",,"tonizacni | posilujici | podporuje_libido | mocopudne","nat | plod","nat: cerven | cervenec | srpen ; plod: srpen | zari","suche_lokality | rumiste | pole","zluta","Saponiny: protodioscin | diosgenin ; Flavonoidy: quercetin | kaempferol ; Alkaloidy: harman ; Fenolické kyseliny: kyselina kávová ; Triterpeny: kyselina oleanolová ; Minerální látky: zinek | hořčík | draslík ; Vitaminy: vitamin C | vitamin B6","těhotenství | kojení | hormonální poruchy | užívání některých léků na ředění krve","nálev | tinktura | kapsle | extrakt","prýškovec | kotvička | tribulus","2","on"
"R0137","Kopr vonný","Anethum graveolens","kopr_vonny","anethum_graveolens","https://www.brvohorik.cz/l/kopr-vonny/","bylina","potize_s_travenim | nadymani | krece",,"podporuje_traveni | protikrecove | uklidnujici | karminativni","list | semeno","list: kveten | cerven | cervenec ; semeno: srpen | zari","zahrady | pole | pestovane_plochy","zluta","Silice: karvon | limonen | anethole ; Vitaminy: vitamin C | vitamin A ; Minerální látky: vápník | železo | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Apiaceae | současné užívání antikoagulancií","nálev | koření | čerstvé listy | sušené listy | olej","kopr | kopr běžný | kopr voňavý | anýz | dill","1","on"
"R0138","Kopretina bílá","Leucanthemum vulgare","kopretina_bila","leucanthemum_vulgare","https://www.brvohorik.cz/l/kopretina-bila/","bylina",,,,"kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","louky | pastviny | meze","bila | zluta","Silice: chamazulen | 1,8-cineol ; Flavonoidy: apigenin | luteolin | quercetin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Saponiny: leucoside | daucosterol","alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura | čaj","kopretina | heřmánek polní | sedmikráska | slunečnice | bílá květina","1","on"
"R0139","Kopretina řimbaba","Tanacetum parthenium","kopretina_rimbaba","tanacetum_parthenium","https://www.brvohorik.cz/l/kopretina-rimbaba/","bylina","bolesti_hlavy | migrena | horecka | nachlazeni | potize_s_travenim",,"protizanetlive | analgeticke | protihorecne | podporuje_traveni | uklidnujici","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","zahrady | pestovane_plochy | u_cest","bila | zluta","Silice: chamazulene | kamfen | borneol | 1,8-cineol ; Flavonoidy: apigenin | luteolin | quercetin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin B1 | vitamin B2 | vitamin B5 | vitamin B6 | vitamin E ; Minerální látky: hořčík | vápník | draslík | mangan | železo ; Hořčiny: tanacetin | parthenolid","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | tinktura | čaj | suché květy","pěnišník | řimbaba | máta stálezelená","2","on"
"R0140","Kopřiva dvoudomá","Urtica dioica","kopriva_dvoudoma","urtica_dioica","https://www.brvohorik.cz/l/kopriva-dvoudoma/","bylina","anemie | chudokrevnost | krvaceni | spatne_prokrvene_koncetiny | studene_koncetiny | vysoky_krevni_tlak | hypotyreoza | snizena_funkce_stitne_zlazy | ztuhle_svaly | bolesti_hlavy | revma | revmatismus | artritida | revmaticke_potize | bolesti_kloubu | bolesti_zad | ischias | artroza | osteoporoza | dna | zanety | zanety_nervu | zanety_mocovych_cest | zastava_moceni | mocovy_pisek | mocove_kameny | zanety_ledvin | ledvinove_kameny | potize_s_prostatou | zvetsena_prostata | menstruacni_potize_a_krece | nepravidelna_menstruace | nemoci_jater | nemoci_zlucniku | nemoci_sleziny | poruchy_traveni | prujem | dychaci_potize | nemoci_plic | nachlazeni | zahleneni_dychacich_cest | zahleneni_zaludku | angina_pectoris | ateroskleroza | senna_ryma | pistele | plane_nestovice | nehtove_plisne | kozni_potize | hemoroidy | otoky | modriny | alergie | ekzem | akne | vypadavani_vlasu | oslabena_imunita | oslabeny_organismus | unava | jarni_unava","mocovy_mechyr | ledviny | zlucnik | jatra | srdce | tenke_strevo | krevni_obeh | lymfaticky_system | slezina | zaludek | plice | tluste_strevo","analgeticke | antirevmaticke | afrodiziakalni | antibakterialni | antifungicidni | imunostimulacni | antioxidacni | protialergenni | protizanetlive | detoxikacni | cistici | mocopudne | odvodnujici | osvezujici | povzbuzujici | regeneracni | zahrivaci | prokrvujici | priznive_pusobi_na_cevy | podporuje_krvetvorbu | zastavuje_krvaceni | priznive_pusobi_na_pokozku | priznive_pusobi_na_nervovy_system | podporuje_zdravi_prostaty | zmirnuje_menstruacni_potize_a_krece | harmonizuje_menstruacni_cyklus | zlepsuje_libido | cisti_mocovy_mechyr | cisti_ledviny | cisti_slezinu | cisti_zaludek | cisti_zlucnik | cisti_jatra | detoxikuje_jatra | detoxikuje_organismus | podporuje_funkci_slinivky | podporuje_funkci_vsech_organu_v_tele | podporuje_cinnost_srdce | cisti_krev | cisti_pokozku | cisti_plet | regeneruje_pokozku | reguluje_vypadavani_vlasu | posiluje_vlasy | zlepsuje_kvalitu_vlasu | prevence_ledvinových_kamenů | normalizuje_krevni_tlak | normalizuje_hladinu_krevniho_cukru | posiluje_imunitu | podporuje_obranyschopnost | ulevuje_od_revmatismu | pusobi_proti_bolestem_kloubu | pusobi_proti_bolestem_zad | posiluje_kosti | priznive_pusobi_na_pohybovy_aparat | mirni_alergicke_potize | podporuje_dusevni_rovnovahu | snizuje_unavu | doplnuje_zivotni_energii | prevence_nachlazeni | prevence_nekterych_druhu_rakoviny | doplnuje_vitamin_C | doplnuje_zelezo | zakladni_bylinka_pro_jarni_ocistu | zivotabudic","nat | list | semeno | koren","nat: unor | brezen | duben ; list: kveten | cerven | cervenec ; semeno: srpen | zari ; koren: rijen | listopad","rumiste|u_cest|zahrady|vlhka_stanoviste","zelena","Silice: hexenylacetát | eugenol | 1,8-cineol ; Flavonoidy: quercetin | kaempferol | rutin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová | kyselina chlorogenová ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C | vitamin K ; Minerální látky: železo | vápník | hořčík | draslík | fosfor","těhotenství | kojení | alergie na kopřivu | současné užívání léků na ředění krve","čaj | odvar | tinktura | šťáva | sušené listy | mast","pálivá kopřiva | kopřiva | dvoudomá kopřiva","1","on"
"R0141","Kosatec německý","Iris germanica","kosatec_nemecky","iris_germanica","https://www.brvohorik.cz/l/kosatec-nemecky/","bylina",,,,"oddenek | kvet","oddenek: zari | rijen ; kvet: kveten | cerven","zahrady | pestovane_plochy","fialova | modra | bila","Silice: irone | geraniol ; Flavonoidy: quercetin | luteolin ; Třísloviny: kyselina skořicová ; Glykosidy: iridiody","alergie na rostliny z čeledi kosatcovitých | toxicity při větším množství | podráždění sliznic","nálev | odvar | tinktura | esence","kosatec | fialka | duhovka","2","on"
"R0142","Kosatec žlutý","Iris pseudacorus","kosatec_zluty","iris_pseudacorus","https://www.brvohorik.cz/l/kosatec-zluty/","bylina",,,,"oddenek | kvet","oddenek: zari | rijen (kvet)-kvet: kveten | cerven","brehy_vod | mokrady | vlhke_louky","zluta","Glykosidy: iridin | amarogentin ; Třísloviny: kyselina gallová ; Silice: kafr ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Iris | toxicita při požití","nálev | odvar | tinktura","kosatec | žlutý kosatec | žlutá iris | žlutý kosatec vodní","3","on"
"R0143","Kozinec sladkolistý","Astragalus glycyphyllos","kozinec_sladkolisty","astragalus_glycyphyllos","https://www.brvohorik.cz/l/kozinec-sladkolisty/","bylina",,,,"nat | list","nat: kveten | cerven | cervenec ; list: kveten | cerven","lesni_okraje | krovinne_porosty | louky","zluta","Silice: 2-methyl-2-pentenal | 2-pentenal ; Flavonoidy: rutin | quercetin ; Triterpeny: astragalosid ; Glykosidy: glycyrrhizin; Třísloviny: kyselina gallová ; Vitaminy: vitamin C","těhotenství | kojení | autoimunitní onemocnění | současné užívání immunosupresivních léků","nálev | odvar | tinktura | sirup",,"1","on"
"R0144","Kozí brada luční","Tragopogon pratensis","kozi_brada_lucni","tragopogon_pratensis","https://www.brvohorik.cz/l/kozi-brada-lucni/","bylina",,,,"koren | nat","koren: zari | rijen ; nat: kveten | cerven","louky | pastviny | u_cest","zluta","Silice: | Flavonoidy: apigenin | luteolin ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae","nálev | odvar | čerstvá šťáva","pampeliška luční | kozí brada | kozí strouha | kozí trávník","1","on"
"R0145","Kozlíček polníček","Valerianella locusta","kozlicek_polnicek","valerianella_locusta","https://www.brvohorik.cz/l/kozlicek-polnicek/","bylina","unava | vycerpani | nedostatek_vitaminu | chudokrevnost",,"vyzivne | posilujici | mineralizacni | podporuje_metabolismus","list | nat","list: brezen | duben | kveten ; nat: duben | kveten","pole | zahrady | zahony","modra | bila","Silice: α-pinen | β-pinen ; Flavonoidy: quercetin | kaempferol ; Vitaminy: vitamin C | vitamin A ; Minerální látky: železo | měď | mangan | hořčík | vápník","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | čerstvý salát | příloha | smoothie","polníček | kozlík | valeriánka","1","on"
